1392,samuel wang
1393,hasan m. jamil
1394,avinava dubey
1395,tamás sarlós
1396,adam tauman kalai
1397,jianhua yin
1398,jeff m. phillips
1399,eric j. pauwels
1400,wolfram burgard
1401,robert givan
1402,marthinus christoffel du plessis
1403,jing feng
1404,robert e. tillman
1405,yali wan
1406,atulya velivelli
1407,chi-jen lu
1408,r. ravi
1409,roger longbotham
1410,hal daumé iii
1411,emile richard
1412,ferran diego andilla
1413,amichai painsky
1414,indraneel mukherjee
1415,yann dauphin
1416,yuan shi
1417,krishna bharat
1418,lide wu
1419,niklas carlsson
1420,he wang
1421,jaideep vaidya
1422,roger frigola
1423,nisarg shah
